shape_number,point,x,y
46,3214,447,695
46,3215,448,695
46,3216,450,691
46,3217,460,672
46,3218,477,641
46,3219,498,594
46,3220,517,525
46,3221,532,467
46,3222,545,419
46,3223,557,392
46,3224,565,377
46,3225,566,375
46,3226,566,375
46,3227,567,377
46,3228,573,401
46,3229,585,452
46,3230,600,518
46,3231,614,576
46,3232,629,617
46,3233,634,627
46,3234,634,627
46,3235,635,627
46,3236,645,611
46,3237,663,583
46,3238,685,532
46,3239,705,462
46,3240,714,398
46,3241,720,352
46,3242,723,326
46,3243,724,322
46,3244,724,322
46,3245,724,322
47,3246,163,714
47,3247,165,719
47,3248,170,734
47,3249,177,762
47,3250,189,804
47,3251,206,863
47,3252,220,909
47,3253,229,928
47,3254,233,932
47,3255,234,932
47,3256,241,922
47,3257,257,891
47,3258,280,853
47,3259,310,806
47,3260,333,758
47,3261,354,708
47,3262,364,686
47,3263,367,682
47,3264,367,682
47,3265,367,684
47,3266,373,704
47,3267,381,743
47,3268,391,791
47,3269,404,845
47,3270,419,889
47,3271,435,922
47,3272,446,933
47,3273,449,934
47,3274,450,934
47,3275,460,918
47,3276,480,886
47,3277,504,842
47,3278,531,789
47,3279,551,734
47,3280,564,691
47,3281,568,675
48,3282,442,642
48,3283,458,674
48,3284,475,716
48,3285,495,765
48,3286,515,812
48,3287,534,863
48,3288,550,900
48,3289,560,920
48,3290,567,929
48,3291,568,929
48,3292,570,926
48,3293,583,908
48,3294,602,882
48,3295,626,841
48,3296,644,799
48,3297,658,755
48,3298,667,722
48,3299,669,712
48,3300,669,711
48,3301,670,711
48,3302,671,721
48,3303,677,749
48,3304,686,788
48,3305,700,839
48,3306,712,877
48,3307,721,893
48,3308,724,895
48,3309,726,893
48,3310,743,874
48,3311,768,838
48,3312,784,801
48,3313,795,760
48,3314,805,711
48,3315,812,679
49,3316,469,287
49,3317,472,300
49,3318,480,328
49,3319,496,378
49,3320,525,449
49,3321,554,518
49,3322,576,570
49,3323,583,582
49,3324,584,583
49,3325,585,578
49,3326,595,554
49,3327,612,521
49,3328,628,483
49,3329,646,433
49,3330,661,379
49,3331,668,350
49,3332,671,340
49,3333,671,338
49,3334,671,338
49,3335,673,351
49,3336,681,392
49,3337,692,446
49,3338,712,520
49,3339,727,570
49,3340,732,579
49,3341,732,580
49,3342,733,579
49,3343,745,559
49,3344,764,527
49,3345,783,491
49,3346,798,449
49,3347,804,416
50,3348,37,34
50,3349,39,40
50,3350,43,55
50,3351,52,84
50,3352,65,125
50,3353,84,178
50,3354,106,235
50,3355,125,286
50,3356,140,317
50,3357,145,324
50,3358,146,324
50,3359,162,298
50,3360,192,256
50,3361,225,211
50,3362,259,155
50,3363,286,111
50,3364,299,85
50,3365,300,83
50,3366,300,83
50,3367,302,92
50,3368,311,137
50,3369,321,178
50,3370,329,221
50,3371,338,252
50,3372,344,263
50,3373,344,263
50,3374,344,263
50,3375,355,250
50,3376,384,216
50,3377,422,170
50,3378,457,118
50,3379,480,70
50,3380,492,37
50,3381,494,31
50,3382,494,31
50,3383,495,35
51,3384,242,267
51,3385,242,271
51,3386,250,296
51,3387,276,362
51,3388,302,436
51,3389,327,510
51,3390,342,562
51,3391,349,594
51,3392,351,599
51,3393,351,599
51,3394,362,579
51,3395,383,536
51,3396,406,481
51,3397,427,409
51,3398,442,345
51,3399,452,298
51,3400,455,286
51,3401,455,286
51,3402,455,287
51,3403,461,315
51,3404,474,369
51,3405,492,439
51,3406,522,532
51,3407,549,600
51,3408,566,633
51,3409,572,637
51,3410,574,631
51,3411,591,597
51,3412,616,539
51,3413,643,463
51,3414,660,367
51,3415,668,302
51,3416,672,268
51,3417,674,260
